location,date,total_cases,new_cases,total_deaths,new_deaths,gdp_per_capita,population
United Kingdom,2020-27-04,152840,4463,24055,420,39753.244,67886004
UnitedKingdom,2020-04-28,157149,4309,24393,338,39753.244,67886004
United Kingdom,2020-04-29,161145,3996,25302,909,39753.244,67886004
United Kingdom,2020-04-30,165221,4076,26097,795,39753.244,67886004
UnitedKingdom,2020-05-01,171253,6032,26771,674,39753.244,67886004
United Kingdom,2020-05-02,177454,6201,27510,739,39753.244,67886004
UnitedKingdom,2020-05-03,182260,4806,28131,621,39753.244,67886004
UnitedKingdom,2020-05-04,186599,4339,28446,315,39753.244,67886004
United Kingdom,2020-05-05,190584,3985,28734,288,39753.244,67886004
United Kingdom,2020-05-06,194990,4406,29427,693,39753.244,67886004
United Kingdom,2020-05-07,201201,6211,30076,649,39753.244,67886004
United Kingdom,2020-05-08,206715,5514,30615,539,39753.244,67886004
United Kingdom,2020-05-09,211364,4649,31241,626,39753.244,67886004
UnitedKingdom,2020-05-10,215260,3896,31587,346,39753.244,67886004
United Kingdom,2020-05-11,219183,3923,31855,268,39753.244,67886004
United Kingdom,2020-05-12,223060,3877,32065,210,39753.244,67886004
United Kingdom,2020-05-13,226463,3403,32692,627,39753.244,67886004
United Kingdom,2020-05-14,229705,3242,33186,494,39753.244,67886004
United Kingdom,2020-05-15,233151,3446,33614,428,39753.244,67886004
United Kingdom,2020-05-16,236711,3560,33998,384,39753.244,67886004
United Kingdom,2020-05-17,240161,3450,34466,468,39753.244,67886004
United Kingdom,2020-05-18,243695,3534,34636,170,39753.244,67886004
UnitedKingdom,2020-05-19,246406,2711,34796,160,39753.244,67886004
United Kingdom,2020-05-20,248818,2412,35341,545,39753.244,67886004
United Kingdom,2020-05-21,248293,-525,35704,363,39753.244,67886004
United Kingdom,2020-05-22,250908,2615,36042,338,39753.244,67886004
United Kingdom,2020-05-23,254195,3287,36393,351,39753.244,67886004
UnitedKingdom,2020-24-05,257154,2959,36675,282,39753.244,67886004
United Kingdom,2020-05-25,259559,2405,36793,118,39753.244,67886004
United Kingdom,2020-05-26,261184,1625,36914,121,39753.244,67886004
United Kingdom,2020-05-27,265227,4043,37048,134,39753.244,67886004
United Kingdom,2020-05-28,267240,2013,37460,412,39753.244,67886004
United Kingdom,2020-05-29,269127,1887,37837,377,39753.244,67886004
United Kingdom,2020-05-30,271222,2095,38161,324,39753.244,67886004
United Kingdom,2020-05-31,272826,1604,38376,215,39753.244,67886004
United Kingdom,2020-06-01,274762,1936,38489,113,39753.244,67886004
United Kingdom,2020-06-02,276332,1570,39045,556,39753.244,67886004
United Kingdom,2020-06-03,277985,1653,39369,324,39753.244,67886004
UnitedKingdom,2020-06-04,279856,1871,39728,359,39753.244,67886004
United Kingdom,2020-06-05,281661,1805,39904,176,39753.244,67886004
United Kingdom,2020-06-06,283311,1650,40261,357,39753.244,67886004
United Kingdom,2020-06-07,284868,1557,40465,204,39753.244,67886004
United Kingdom,2020-06-08,286194,1326,40542,77,39753.244,67886004
United Kingdom,2020-06-09,287399,1205,40597,55,39753.244,67886004
United Kingdom,2020-06-10,289140,1741,40883,286,39753.244,67886004
United Kingdom,2020-06-11,290143,1003,41128,245,39753.244,67886004
UnitedKingdom,2020-06-12,291409,1266,41279,151,39753.244,67886004
United Kingdom,2020-06-13,292950,1541,41481,202,39753.244,67886004
United Kingdom,2020-14-06,294375,1425,41662,181,39753.244,67886004
United Kingdom,2020-06-15,295889,1514,41698,36,39753.244,67886004
United Kingdom,2020-16-06,296857,968,41736,38,39753.244,67886004
United Kingdom,2020-17-06,298136,1279,41969,233,39753.244,67886004
United Kingdom,2020-06-18,299251,1115,42153,184,39753.244,67886004
United Kingdom,2020-06-19,300469,1218,42288,135,39753.244,67886004
United Kingdom,2020-06-20,301815,1346,42461,173,39753.244,67886004
United Kingdom,2020-21-06,303110,1295,42589,128,39753.244,67886004
United Kingdom,2020-06-22,304331,1221,42632,43,39753.244,67886004
United Kingdom,2020-06-23,305289,958,42647,15,39753.244,67886004
United Kingdom,2020-06-24,306210,921,42927,280,39753.244,67886004
United Kingdom,2020-06-25,306862,652,43081,154,39753.244,67886004
United Kingdom,2020-26-06,307980,1118,43230,149,39753.244,67886004
UnitedKingdom,2020-27-06,309360,1380,43414,184,39753.244,67886004
United Kingdom,2020-06-28,310250,890,43514,100,39753.244,67886004
United Kingdom,2020-06-29,311151,901,43550,36,39753.244,67886004
United Kingdom,2020-30-06,311965,814,43575,25,39753.244,67886004
United Kingdom,2020-07-01,312654,689,43730,155,39753.244,67886004
United Kingdom,2020-07-02,313483,829,43906,176,39753.244,67886004
United Kingdom,2020-07-03,283757,-29726,43995,89,39753.244,67886004
United Kingdom,2020-07-04,284276,519,44131,136,39753.244,67886004
United Kingdom,2020-07-05,284900,624,44198,67,39753.244,67886004
United Kingdom,2020-07-06,285416,516,44220,22,39753.244,67886004
United Kingdom,2020-07-07,285768,352,44236,16,39753.244,67886004
United Kingdom,2020-07-08,286349,581,44391,155,39753.244,67886004
UnitedKingdom,2020-07-09,286979,630,44517,126,39753.244,67886004
United Kingdom,2020-07-10,287621,642,44602,85,39753.244,67886004
United Kingdom,2020-07-11,288133,512,44650,48,39753.244,67886004
United Kingdom,2020-07-12,288953,820,44798,148,39753.244,67886004
United Kingdom,2020-07-13,289603,650,44819,21,39753.244,67886004
United Kingdom,2020-07-14,290133,530,44830,11,39753.244,67886004
United States,2019-12-31,0,0,0,0,54225.446,331002647
United States,2020-01-01,0,0,0,0,54225.446,331002647
United Stats,2020-01-02,0,0,0,0,54225.446,331002647
United States,2020-01-03,0,0,0,0,54225.446,331002647
United States,2020-01-04,0,0,0,0,54225.446,331002647
United States,2020-01-05,0,0,0,0,54225.446,331002647
United States,2020-01-06,0,0,0,0,54225.446,331002647
United States,2020-01-07,0,0,0,0,54225.446,331002647
United States,2020-01-08,0,0,0,0,54225.446,331002647
United States,2020-01-09,0,0,0,0,54225.446,331002647
United States,2020-01-10,0,0,0,0,54225.446,331002647
United States,2020-01-11,0,0,0,0,54225.446,331002647
United States,2020-01-12,0,0,0,0,54225.446,331002647
United Stats,2020-13-01,0,0,0,0,54225.446,331002647
United States,2020-01-14,0,0,0,0,54225.446,331002647
United Stats,2020-01-15,0,0,0,0,54225.446,331002647
United States,2020-01-16,0,0,0,0,54225.446,331002647
United States,2020-17-01,0,0,0,0,54225.446,331002647
United States,2020-01-18,0,0,0,0,54225.446,331002647
United States,2020-01-19,0,0,0,0,54225.446,331002647
United States,2020-01-20,0,0,0,0,54225.446,331002647
United States,2020-01-21,1,1,0,0,54225.446,331002647
United States,2020-01-22,1,0,0,0,54225.446,331002647
United States,2020-01-23,1,0,0,0,54225.446,331002647
United States,2020-01-24,1,0,0,0,54225.446,331002647
United States,2020-01-25,2,1,0,0,54225.446,331002647
United States,2020-01-26,2,0,0,0,54225.446,331002647
United Stats,2020-27-01,5,3,0,0,54225.446,331002647
United States,2020-01-28,5,0,0,0,54225.446,331002647
United States,2020-01-29,5,0,0,0,54225.446,331002647
United States,2020-01-30,5,0,0,0,54225.446,331002647
United States,2020-31-01,6,1,0,0,54225.446,331002647
United States,2020-02-01,7,1,0,0,54225.446,331002647
United Stats,2020-02-02,8,1,0,0,54225.446,331002647
United States,2020-02-03,11,3,0,0,54225.446,331002647
United States,2020-02-04,11,0,0,0,54225.446,331002647
United Stats,2020-02-05,11,0,0,0,54225.446,331002647
United States,2020-02-06,12,1,0,0,54225.446,331002647
United States,2020-02-07,12,0,0,0,54225.446,331002647
United Stats,2020-02-08,12,0,0,0,54225.446,331002647
United States,2020-02-09,12,0,0,0,54225.446,331002647
United States,2020-02-10,12,0,0,0,54225.446,331002647
United States,2020-02-11,13,1,0,0,54225.446,331002647
United States,2020-02-12,13,0,0,0,54225.446,331002647
United States,2020-02-13,14,1,0,0,54225.446,331002647
United States,2020-02-14,15,1,0,0,54225.446,331002647
United States,2020-02-15,15,0,0,0,54225.446,331002647
United States,2020-16-02,15,0,0,0,54225.446,331002647
United States,2020-02-17,15,0,0,0,54225.446,331002647
United States,2020-02-18,15,0,0,0,54225.446,331002647
United States,2020-19-02,15,0,0,0,54225.446,331002647
United States,2020-20-02,15,0,0,0,54225.446,331002647
United States,2020-02-21,16,1,0,0,54225.446,331002647
United States,2020-02-22,35,19,0,0,54225.446,331002647
United States,2020-02-23,35,0,0,0,54225.446,331002647
United States,2020-02-24,35,0,0,0,54225.446,331002647
United States,2020-02-25,53,18,0,0,54225.446,331002647
United States,2020-02-26,53,0,0,0,54225.446,331002647
United States,2020-02-27,59,6,0,0,54225.446,331002647
United States,2020-28-02,60,1,0,0,54225.446,331002647
United States,2020-02-29,66,6,0,0,54225.446,331002647
United States,2020-03-01,69,3,1,1,54225.446,331002647
United States,2020-03-02,89,20,2,1,54225.446,331002647
United States,2020-03-03,103,14,6,4,54225.446,331002647
United Stats,2020-03-04,125,22,9,3,54225.446,331002647
United States,2020-03-05,159,34,11,2,54225.446,331002647
United States,2020-03-06,233,74,12,1,54225.446,331002647
United States,2020-03-07,338,105,14,2,54225.446,331002647
United States,2020-03-08,433,95,17,3,54225.446,331002647
United States,2020-03-09,554,121,21,4,54225.446,331002647
United States,2020-03-10,754,200,26,5,54225.446,331002647
United States,2020-03-11,1025,271,28,2,54225.446,331002647
United States,2020-03-12,1312,287,30,2,54225.446,331002647
United States,2020-03-13,1663,351,40,10,54225.446,331002647
United States,2020-03-14,2174,511,47,7,54225.446,331002647
United States,2020-15-03,2951,777,57,10,54225.446,331002647
United States,2020-03-16,3774,823,69,12,54225.446,331002647
United States,2020-03-17,4661,887,85,16,54225.446,331002647
United States,2020-03-18,6427,1766,108,23,54225.446,331002647
United States,2020-19-03,9415,2988,150,42,54225.446,331002647
United States,2020-03-20,14250,4835,150,0,54225.446,331002647
United States,2020-03-21,19624,5374,260,110,54225.446,331002647
United States,2020-03-22,26747,7123,340,80,54225.446,331002647
United States,2020-03-23,35206,8459,471,131,54225.446,331002647
United States,2020-03-24,46442,11236,590,119,54225.446,331002647
United States,2020-03-25,55231,8789,801,211,54225.446,331002647
United States,2020-03-26,69194,13963,1050,249,54225.446,331002647
United States,2020-27-03,85991,16797,1296,246,54225.446,331002647
United States,2020-03-28,104686,18695,1707,411,54225.446,331002647
United States,2020-03-29,124665,19979,2191,484,54225.446,331002647
United States,2020-03-30,143025,18360,2509,318,54225.446,331002647
United States,2020-03-31,164620,21595,3170,661,54225.446,331002647
United States,2020-04-01,189618,24998,4079,909,54225.446,331002647
United States,2020-04-02,216721,27103,5138,1059,54225.446,331002647
United States,2020-04-03,245540,28819,6053,915,54225.446,331002647
United States,2020-04-04,277965,32425,7157,1104,54225.446,331002647
United States,2020-04-05,312237,34272,8501,1344,54225.446,331002647
United States,2020-04-06,337635,25398,9647,1146,54225.446,331002647
United States,2020-04-07,368196,30561,10989,1342,54225.446,331002647
United States,2020-04-08,398809,30613,12895,1906,54225.446,331002647
United Stats,2020-04-09,432132,33323,14817,1922,54225.446,331002647
United States,2020-04-10,466033,33901,16690,1873,54225.446,331002647
United States,2020-04-11,501560,35527,18777,2087,54225.446,331002647
United States,2020-04-12,529951,28391,20608,1831,54225.446,331002647
United States,2020-04-13,557571,27620,22108,1500,54225.446,331002647
United States,2020-14-04,582594,25023,23649,1541,54225.446,331002647
United States,2020-15-04,609516,26922,26057,2408,54225.446,331002647
United States,2020-04-16,639664,30148,30985,4928,54225.446,331002647
United States,2020-17-04,671331,31667,33284,2299,54225.446,331002647
United States,2020-04-18,702164,30833,37054,3770,54225.446,331002647
United States,2020-04-19,735086,32922,38910,1856,54225.446,331002647
United States,2020-04-20,759687,24601,40682,1772,54225.446,331002647
United Stats,2020-21-04,787752,28065,42539,1857,54225.446,331002647
United States,2020-04-22,825041,37289,45063,2524,54225.446,331002647
United States,2020-23-04,842629,17588,46784,1721,54225.446,331002647
United States,2020-24-04,869172,26543,49963,3179,54225.446,331002647
United States,2020-04-25,890524,21352,51017,1054,54225.446,331002647
United Stats,2020-04-26,939053,48529,53189,2172,54225.446,331002647
United States,2020-04-27,965910,26857,54876,1687,54225.446,331002647
United States,2020-04-28,988451,22541,56245,1369,54225.446,331002647
United States,2020-29-04,1012583,24132,58355,2110,54225.446,331002647
United States,2020-04-30,1039909,27326,60966,2611,54225.446,331002647
United States,2020-05-01,1069826,29917,,,54225.446,331002647
United States,2020-05-02,1103781,33955,65068,2062,54225.446,331002647
United Stats,2020-05-03,1133069,29288,66385,1317,54225.446,331002647
United States,2020-05-04,1158041,24972,67682,1297,54225.446,331002647
United States,2020-05-05,1180634,22593,68934,1252,54225.446,331002647
United States,2020-05-06,1204475,23841,71078,2144,54225.446,331002647
United States,2020-05-07,1228603,24128,73431,2353,54225.446,331002647
United States,2020-05-08,1256972,28369,75670,2239,54225.446,331002647
United States,2020-05-09,1283929,26957,77180,1510,54225.446,331002647
United States,2020-05-10,1309541,25612,78794,1614,54225.446,331002647
United States,2020-05-11,1329799,20258,79528,734,54225.446,331002647
United States,2020-05-12,1347916,18117,80684,1156,54225.446,331002647
United States,2020-05-13,1369964,22048,82387,1703,54225.446,331002647
United States,2020-05-14,1390746,20782,84133,1746,54225.446,331002647
United Stats,2020-05-15,1417889,27143,85906,1773,54225.446,331002647
United States,2020-05-16,1443397,25508,87568,1662,54225.446,331002647
United States,2020-05-17,1467884,24487,88754,1186,54225.446,331002647
United States,2020-18-05,1486757,18873,89562,808,54225.446,331002647
United States,2020-05-19,1508598,21841,90353,791,54225.446,331002647
United States,2020-05-20,1528568,19970,91921,1568,54225.446,331002647
United States,2020-05-21,1551853,23285,93439,1518,54225.446,331002647
United States,2020-22-05,1577287,25434,94702,1263,54225.446,331002647
United States,2020-23-05,1601434,24147,96007,1305,54225.446,331002647
United States,2020-05-24,1622670,21236,97087,1080,54225.446,331002647
United States,2020-05-25,1643238,20568,97720,633,54225.446,331002647
United States,2020-05-26,1662302,19064,98220,500,54225.446,331002647
United States,2020-05-27,1681212,18910,98916,696,54225.446,331002647
United Stats,2020-05-28,1699933,18721,100442,1526,54225.446,331002647
United States,2020-05-29,1721750,21817,101617,1175,54225.446,331002647
United States,2020-05-30,1747087,25337,102836,1219,54225.446,331002647
United States,2020-05-31,1770384,23297,103781,945,54225.446,331002647
United States,2020-06-01,1790191,19807,104383,602,54225.446,331002647
United States,2020-06-02,1811277,21086,105147,764,54225.446,331002647
United States,2020-06-03,1831821,20544,106181,1034,54225.446,331002647
United States,2020-06-04,1851520,19699,107175,994,54225.446,331002647
United States,2020-06-05,1872660,21140,108211,1036,54225.446,331002647
United States,2020-06-06,1897838,25178,109143,932,54225.446,331002647
United States,2020-06-07,1920061,22223,109802,659,54225.446,331002647
United States,2020-06-08,1942363,22302,110514,712,54225.446,331002647
United States,2020-06-09,1961185,18822,111007,493,54225.446,331002647
United States,2020-06-10,1979850,18665,112006,999,54225.446,331002647
United States,2020-06-11,2000464,20614,112924,918,54225.446,331002647
United States,2020-06-12,2023347,22883,113820,896,54225.446,331002647
United States,2020-06-13,2048986,25639,114669,849,54225.446,331002647
United States,2020-06-14,2074526,25540,115436,767,54225.446,331002647
United States,2020-06-15,2094069,19543,115732,296,54225.446,331002647
United States,2020-06-16,2114026,19957,116127,395,54225.446,331002647
United States,2020-06-17,2137731,23705,116963,836,54225.446,331002647
United States,2020-06-18,2163290,25559,117717,754,54225.446,331002647
United States,2020-06-19,2191052,27762,118434,717,54225.446,331002647
United States,2020-06-20,2220961,29909,119112,678,54225.446,331002647
United States,2020-06-21,2255119,34158,119719,607,54225.446,331002647
United States,2020-06-22,2280912,25793,119975,256,54225.446,331002647
United States,2020-06-23,2312302,31390,120402,427,54225.446,331002647
United States,2020-06-24,2347022,34720,121228,826,54225.446,331002647
United States,2020-06-25,2381361,34339,121979,751,54225.446,331002647
United States,2020-06-26,2422310,40949,124416,2437,54225.446,331002647
United States,2020-06-27,2467837,45527,125039,623,54225.446,331002647
United Stats,2020-28-06,2510323,42486,125539,500,54225.446,331002647
United States,2020-06-29,2548996,38673,125804,265,54225.446,331002647
United States,2020-06-30,2590552,41556,126140,336,54225.446,331002647
United States,2020-07-01,2634432,43880,127410,1270,54225.446,331002647
United States,2020-07-02,2686480,52048,128062,652,54225.446,331002647
United States,2020-07-03,2739879,53399,128740,678,54225.446,331002647
United States,2020-07-04,2794321,54442,129434,694,54225.446,331002647
United States,2020-07-05,2839542,45221,129676,242,54225.446,331002647
United States,2020-07-06,2888635,49093,129947,271,54225.446,331002647
United States,2020-07-07,2938625,49990,130306,359,54225.446,331002647
United States,2020-07-08,2996098,57473,131480,1174,54225.446,331002647
United States,2020-07-09,3055004,58906,132309,829,54225.446,331002647
United States,2020-07-10,3118008,63004,133291,982,54225.446,331002647
United States,2020-07-11,3184633,66625,134097,806,54225.446,331002647
United States,2020-07-12,3247684,63051,134814,717,54225.446,331002647
United States,2020-13-07,3304942,57258,135205,391,54225.446,331002647
United States,2020-14-07,3363056,58114,135605,400,54225.446,331002647
